acm_first(value)	dblp_first(value)
"#*Retrieval of Composite Multimedia Objects #@Surajit Chaudhuri, Shahram Ghandeharizadeh, Cyrus Shahabi #t1995 #cVLDB '95 Proceedings of the 21th International Conference on Very Large Data Bases #index53908a9620f70186a0da4d8c #%539087a520f70186a0d47f7f #%539087be20f70186a0d519a9 #%539087c720f70186a0d56dce #%539087cb20f70186a0d5958a #%539087cb20f70186a0d5a19d #%539087d420f70186a0d5de4c #%5390880720f70186a0d7a989 #%53908a5720f70186a0d9fbdb #%53908a5720f70186a0da083a #%53908a9620f70186a0da4903"	#*Retrieval of Composite Multimedia Objects. #@Surajit Chaudhuri, Shahram Ghandeharizadeh, Cyrus Shahabi #t1995 #cVLDB #index53e9ad63b7602d970374b7f3 #%53e9a2fab7602d9702c067fc #%53e9ad87b7602d970377f400 #%53e9b42fb7602d9703f26e72 #%53e9a3b9b7602d9702cc8da1 #%53e9a636b7602d9702f676e0 #%53e9b049b7602d9703aadc37 #%53e9b833b7602d97043eee25 #%53e9b108b7602d9703b82eba
"#*Effective & Efficient Document Ranking without using a Large Lexicon #@Yasushi Ogawa #t1996 #cVLDB '96 Proceedings of the 22th International Conference on Very Large Data Bases #index53908a9620f70186a0da4d94 #%539087a520f70186a0d48d83 #%539087b320f70186a0d4fd09 #%539087b320f70186a0d4fd29 #%539087b320f70186a0d4fd45 #%539087be20f70186a0d53335 #%539087c320f70186a0d561b2 #%539087cf20f70186a0d5c144 #%539087cf20f70186a0d5c154 #%539087cf20f70186a0d5c156 #%539087cf20f70186a0d5d13c #%539087dd20f70186a0d6457e #%5390878720f70186a0d35834 #%5390878720f70186a0d36489 #%5390882c20f70186a0d8d052 #%53908a5720f70186a0da0714 #%5390879920f70186a0d41845 #%53908adf20f70186a0dabfd2"	#*Effective & Efficient Document Ranking without using a Large Lexicon. #@Yasushi Ogawa #t1996 #cVLDB #index53e9a415b7602d9702d31f3f #%53e9b321b7602d9703deedf0 #%53e99b30b7602d97023cd751 #%53e9b87fb7602d970444caa6 #%53e9b24db7602d9703ced8f0 #%53e99fd0b7602d97028a8be3 #%53e9bbc8b7602d97048126d3 #%53e9b483b7602d9703f84dd9 #%53e9a8f9b7602d970324b7ca #%53e9bc32b7602d97048a1ae1 #%53e9b4e9b7602d9704015f70 #%53e9ace1b7602d97036bd1a9 #%53e9b1bcb7602d9703c49989 #%53e9a7c8b7602d97031092e3 #%53e9be3cb7602d9704afa007
"#*The hBP-tree: A Modified hB-tree Supporting Concurrency, Recovery and Node Consolidation #@Georgios Evangelidis, David B. Lomet, Betty Salzberg #t1995 #cVLDB '95 Proceedings of the 21th International Conference on Very Large Data Bases #index53908a9620f70186a0da4d90 #%539087a120f70186a0d45c15 #%539087a520f70186a0d48ff2 #%539087a520f70186a0d48ff4 #%539087be20f70186a0d51fc3 #%539087c720f70186a0d5660d #%539087f820f70186a0d72769 #%539087f820f70186a0d72b4e #%5390880720f70186a0d7a46a #%5390878720f70186a0d35793 #%5390893e20f70186a0d9398f #%539089ab20f70186a0d96ba4 #%53908a5720f70186a0da02b4 #%53908a9620f70186a0da4703 #%5390879920f70186a0d42275 #%53908b2a20f70186a0db9e10"	#*The hBP-tree: A Modified hB-tree Supporting Concurrency, Recovery and Node Consolidation. #@Georgios Evangelidis, David B. Lomet, Betty Salzberg #t1995 #cVLDB #index53e99d4cb7602d9702603dec #%53e9a2fab7602d9702c067fc #%53e99f5db7602d97028300c5 #%53e9a272b7602d9702b76523 #%53e9b18fb7602d9703c17c85
"#*The impact of object technology on commercial transaction processing #@Edward E. Cobb #t1997 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index53908b4920f70186a0dbabe9 #%539087aa20f70186a0d4aa9c #%539087c720f70186a0d56e50 #%539087cb20f70186a0d58d8a #%539087cf20f70186a0d5b0c9 #%5390877920f70186a0d2d04b #%5390878720f70186a0d34afe #%5390882c20f70186a0d8d2ba #%539088b820f70186a0d8ffcc #!Businesses today are searching for information solutions that enable them to compete in the global marketplace. To minimize risk, these solutions must build on existing investments, permit the best technology to be applied to the problem, and be manageable. Object technology, with its promise of improved productivity and quality in application development, delivers these characteristics but, to date, its deployment in commercial business applications has been limited. One possible reason is the absence of the transaction paradigm, widely used in commercial environments and essential for reliable business applications. For object technology to be a serious contender in the construction of these solutions requires: – technology for transactional objects. In December 1994, the Object Management Group adopted a specification for an object transaction service (OTS). The OTS specifies mechanisms for defining and manipulating transactions. Though derived from the X/Open distributed transaction processing model, OTS contains additional enhancements specifically designed for the object environment. Similar technology from Microsoft appeared at the end of 1995. – methodologies for building new business systems from existing parts. Business process re-engineering is forcing businesses to improve their operations which bring products to market. Workflow computing, when used in conjunction with “object wrappers” provides tools to both define and track execution of business processes which leverage existing applications and infrastructure. – an execution environment which satisfies the requirements of the operational needs of the business. Transaction processing (TP) monitor technology, though widely accepted for mainframe transaction processing, has yet to enjoy similar success in the client/server marketplace. Instead the database vendors, with their extensive tool suites, dominate. As object brokers mature they will require many of the functions of today's TP monitors. Marrying these two technologies can produce a robust execution environment which offers a superior alternative for building and deploying client/server applications."	#*The Impact of Technology on Commercial Transaction Processing. #@Edward E. Cobb #t1997 #cVLDB J. #index53e9abc9b7602d970357fbd3
"#*Integrating Triggers and Declarative Constraints in SQL Database Sytems #@Roberta Cochrane, Hamid Pirahesh, Nelson Mendonça Mattos #t1996 #cVLDB '96 Proceedings of the 22th International Conference on Very Large Data Bases #index53908a9620f70186a0da4e46 #%539087aa20f70186a0d4ad42 #%539087b320f70186a0d512d3 #%539087c720f70186a0d56e1f #%5390877920f70186a0d2d182 #%5390878720f70186a0d35ed1 #%5390882c20f70186a0d8c4cd #%539089d220f70186a0d9a9e2 #%53908a5720f70186a0da053e #%53908a9620f70186a0da47c6 #%53908a9620f70186a0da4859 #%53908a9620f70186a0da4912 #%53908a9620f70186a0da49a6 #%53908a9620f70186a0da49ae #%53908a9620f70186a0da49a3 #%53908a9620f70186a0da4d93 #%5390879220f70186a0d3bcc1 #%5390879920f70186a0d41e1b #%5390879920f70186a0d41e1f"	#*Integrating Triggers and Declarative Constraints in SQL Database Sytems. #@Roberta Cochrane, Hamid Pirahesh, Nelson Mendonça Mattos #t1996 #cVLDB #index53e9a73cb7602d970307356c #%53e9b321b7602d9703deedf0 #%53e9b29cb7602d9703d41f44 #%53e99f5db7602d97028309d3 #%53e9b63bb7602d97041988c6 #%53e9b500b7602d9704032683 #%53e9b388b7602d9703e6c1a2 #%53e9b254b7602d9703cf4b81 #%53e9ba32b7602d970463fc8b #%53e9ade2b7602d97037eec42 #%53e99bdcb7602d97024859f0 #%53e9a7e4b7602d97031272f2 #%53e9af0db7602d9703945bae #%53e9ba9bb7602d97046c6fcb #%53e99967b7602d97021a9954
"#*A complete temporal relational algebra #@Debabrata Dey, Terence M. Barron, Veda C. Storey #t1996 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index53908b4920f70186a0dbac8b #%539098dc20f70186a0e0dc47 #%539087a120f70186a0d4725d #%539087a520f70186a0d47d31 #%539087aa20f70186a0d4b681 #%539087b320f70186a0d512fd #%539087be20f70186a0d53063 #%539087c320f70186a0d548ef #%5390877f20f70186a0d31334 #%5390877f20f70186a0d313d1 #%539087f820f70186a0d728ad #%539087f820f70186a0d728ae #%539087f920f70186a0d734d7 #%5390880d20f70186a0d7b7bd #%5390878720f70186a0d359c8 #%5390878a20f70186a0d3701e #%5390878a20f70186a0d37291 #%5390878a20f70186a0d37334 #%5390878a20f70186a0d38c39 #%53908a5720f70186a0d9ffc0 #%53908a5720f70186a0d9ffc2 #%53908a5720f70186a0da083b #%53908a9620f70186a0da4a68 #%53908ac620f70186a0daa1ff #%5390879220f70186a0d3c513 #%5390879220f70186a0d3d4e6 #%5390879220f70186a0d3d4e4 #%5390879520f70186a0d3e207 #%5390879920f70186a0d40f21 #%5390924920f70186a0de250c #!Various temporal extensions to the relational model have been proposed. All of these, however, deviate significantly from the original relational model. This paper presents a temporal extension of the relational algebra that is not significantly different from the original relational model, yet is at least as expressive as any of the previous approaches. This algebra employs multidimensional tuple time-stamping to capture the complete temporal behavior of data. The basic relational operations are redefined as consistent extensions of the existing operations in a manner that preserves the basic algebraic equivalences of the snapshot (i.e., conventional static) algebra. A new operation, namely temporal projection, is introduced. The complete update semantics are formally specified and aggregate functions are defined. The algebra is closed, and reduces to the snapshot algebra. It is also shown to be at least as expressive as the calculus-based temporal query language TQuel. In order to assess the algebra, it is evaluated using a set of twenty-six criteria proposed in the literature, and compared to existing temporal relational algebras. The proposed algebra appears to satisfy more criteria than any other existing algebra."	#*A Complete Temporal Relational Algebra. #@Debabrata Dey, Terence M. Barron, Veda C. Storey #t1996 #cVLDB J. #index53e9ab13b7602d9703499708 #%53e9b436b7602d9703f2d151 #%53e99d58b7602d9702614019 #%53e99cafb7602d9702564ab3 #%53e9aa41b7602d97033b0ff0 #%53e99fddb7602d97028b8f6b #%53e9b2aab7602d9703d52655 #%53e9b259b7602d9703cff348 #%53e9a289b7602d9702b8cc86 #%53e9b1d0b7602d9703c5f35d #%53e9bb2fb7602d970476d0c5 #%53e9a034b7602d970291a60f #%53e9a3cdb7602d9702cde34a #%53e9bd31b7602d97049bafd3 #%53e99854b7602d970208c6b2 #%53e9bd18b7602d97049a474d #%53e9b1c2b7602d9703c50d8d #%53e9a4e4b7602d9702e02d2c #%53e9a7b3b7602d97030ed2b5 #%53e9a38fb7602d9702c9ff8c #%53e99bf0b7602d970249add4 #%53e9b289b7602d9703d30c51 #%53e9a7c8b7602d9703109317
"#*Query Decomposition and View Maintenance for Query Languages for Unstructured Data #@Dan Suciu #t1996 #cVLDB '96 Proceedings of the 22th International Conference on Very Large Data Bases #index53908a9620f70186a0da4ec9 #%53909eef20f70186a0e36987 #%539087d420f70186a0d5df46 #%539087d920f70186a0d5ffa3 #%539087d920f70186a0d60e5b #%53908a4020f70186a0d9f592 #%53908a5720f70186a0da07ca #%53908a9620f70186a0da4ce8"	#*Query Decomposition and View Maintenance for Query Languages for Unstructured Data. #@Dan Suciu #t1996 #cVLDB #index53e9ac70b7602d9703640f3d #%53e9b321b7602d9703deedf0 #%53e99afdb7602d9702389b9d #%53e9b295b7602d9703d3a467 #%53e9aa16b7602d97033854d4 #%53e9bab4b7602d97046e2d6b
"#*The Role of Integrity Constraints in Database Interoperation #@Mark W. W. Vermeer, Peter M. G. Apers #t1996 #cVLDB '96 Proceedings of the 22th International Conference on Very Large Data Bases #index53908a9620f70186a0da4ecf #%539087b320f70186a0d5059a #%539087c720f70186a0d56e29 #%539087cf20f70186a0d5cd84 #%5390878320f70186a0d32421 #%53908a5720f70186a0da05f0 #%53908a5720f70186a0da0865 #%5390879920f70186a0d416db #%53908a9720f70186a0da64f2 #%53908a9720f70186a0da6a9f #%53908b0220f70186a0db1ef1 #%53908b0220f70186a0db1f93"	#*The Role of Integrity Constraints in Database Interoperation. #@Mark W. W. Vermeer, Peter M. G. Apers #t1996 #cVLDB #index53e9a374b7602d9702c81349 #%53e9b321b7602d9703deedf0 #%53e9b7eeb7602d97043a0e20 #%53e9bbeab7602d97048441e7 #%53e99d13b7602d97025cb2d8 #%53e9a88db7602d97031dc7e5 #%53e9b5e6b7602d97041377b1 #%53e9b0d1b7602d9703b4d04b #%53e9b9d3b7602d97045cbb6a #%53e9a5f6b7602d9702f24dff #%53e9af87b7602d97039cc2cc
"#*Innovation in Database Management: Computer Science vs. Engineering #@Kenneth R. Jacobs #t1997 #cVLDB '97 Proceedings of the 23rd International Conference on Very Large Data Bases #index53908a9620f70186a0da4edb"	#*Innovation in Database Management: Computer Science vs. Engineering. #@Kenneth R. Jacobs #t1997 #cVLDB #index53e99e30b7602d97026f256b #%53e9ac38b7602d97035ff503
"#*On applying hash filters to improving the execution of multi-join queries #@Ming-Syan Chen, Hui-I Hsiao, Philip S. Yu #t1997 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index53908b4920f70186a0dbabe6 #%539087a120f70186a0d45bea #%539087a520f70186a0d48a0e #%539087a520f70186a0d48e4a #%539087a520f70186a0d48fc6 #%539087a620f70186a0d49d3a #%539087aa20f70186a0d4b8b7 #%539087be20f70186a0d51fd0 #%539087f820f70186a0d7276d #%539087f820f70186a0d72926 #%539087f820f70186a0d72cbb #%539087f920f70186a0d7347f #%5390880720f70186a0d7a4de #%5390880c20f70186a0d7acee #%5390881720f70186a0d7fd34 #%5390881720f70186a0d7fd13 #%5390878a20f70186a0d37316 #%5390893e20f70186a0d9285c #%539089d220f70186a0d9a8a1 #%539089d220f70186a0d9a8a3 #%539089d220f70186a0d9a8f6 #%539089d220f70186a0d9a9b7 #%539089d220f70186a0d9a9f9 #%539089d220f70186a0d9ae96 #%5390878e20f70186a0d3ae6d #%5390878e20f70186a0d3ae85 #%53908a7420f70186a0da4660 #%53908a9620f70186a0da47bf #%53908a9620f70186a0da47a8 #%53908a9620f70186a0da490d #%53908a9620f70186a0da499f #%5390879220f70186a0d3d201 #!In this paper, we explore an approach of interleaving a bushy execution tree with hash filters to improve the execution of multi-join queries. Similar to semi-joins in distributed query processing, hash filters can be applied to eliminate non-matching tuples from joining relations before the execution of a join, thus reducing the join cost. Note that hash filters built in different execution stages of a bushy tree can have different costs and effects. The effect of hash filters is evaluat ed first. Then, an efficient scheme to determine an effective sequence of hash filters for a bushy execution tree is developed, where hash filters are built and applied based on the join sequence specified in the bushy tree so that not only is the reduction effect optimized but also the cost associated is minimized. Various schemes using hash filters are implemented and evaluated via simulation. It is experimentally shown that the application of hash filters is in general a very powerful means to improve th e execution of multi-join queries, and the improvement becomes more prominent as the number of relations in a query increases."	#*On Applying Hash Filters to Improving the Execution of Multi-Join Queries. #@Ming-Syan Chen, Hui-I Hsiao, Philip S. Yu #t1997 #cVLDB J. #index53e9b2bfb7602d9703d6a1aa #%53e9bd2ab7602d97049b84c3 #%53e9b0a5b7602d9703b11615 #%53e9bdb3b7602d9704a60a11 #%53e9997db7602d97021bbb2f #%53e9a358b7602d9702c64d32 #%53e99f4fb7602d970281d7de #%53e9a12ab7602d9702a1cfc8 #%53e9a563b7602d9702e8c07d #%53e9a3c7b7602d9702cdb419 #%53e9acf6b7602d97036d42b2 #%53e9a757b7602d970308da49 #%53e9b677b7602d97041e19f5 #%53e9b5b6b7602d97040fc4ed #%53e9aa56b7602d97033c516c #%53e9b3e9b7602d9703ed6e8b #%53e9aafab7602d970347ae30 #%53e99f9bb7602d9702873568 #%53e9aebdb7602d97038e6673 #%53e99ee6b7602d97027b5263 #%53e99d8eb7602d97026484f5
"#*WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases #@Gholamhosein Sheikholeslami, Surojit Chatterjee, Aidong Zhang #t1998 #cVLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases #index53908a7420f70186a0da45d5 #%539087be20f70186a0d52590 #%539087c720f70186a0d57f76 #%539087d920f70186a0d5ff7a #%539087e720f70186a0d67866 #%5390878e20f70186a0d3af89 #%53908a9620f70186a0da4ba7 #%53908b2a20f70186a0db9747"	#*WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases. #@Gholamhosein Sheikholeslami, Surojit Chatterjee, Aidong Zhang #t1998 #cVLDB #index53e9abb2b7602d9703562be9 #%53e9b91eb7602d9704504ab3 #%53e9a64ab7602d9702f7c2d5 #%53e9a55cb7602d9702e82220 #%53e9a80cb7602d970314ee68 #%53e9b655b7602d97041b27b8 #%53e9b51bb7602d970404e08b
"#*The Query Optimizer in Tandem's new ServerWare SQL Product #@Pedro Celis #t1996 #cVLDB '96 Proceedings of the 22th International Conference on Very Large Data Bases #index53908a9620f70186a0da4e2b"	#*The Query Optimizer in Tandem's new ServerWare SQL Product. #@Pedro Celis #t1996 #cVLDB #index53e9b1c2b7602d9703c52557 #%53e9b321b7602d9703deedf0
"#*Sleepers and workaholics: caching strategies in mobile environments (extended version) #@Daniel Barbará, Tomasz Imieliński #t1995 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index539089bb20f70186a0d98adc #%539087a120f70186a0d45159 #%539087c720f70186a0d56834 #%539087c720f70186a0d5841d #%539087fe20f70186a0d7391f #%5390879220f70186a0d3d4ad #%5390879520f70186a0d3dc31 #%5390879520f70186a0d3f74a #%539089d220f70186a0d9ae44 #%53908a9620f70186a0da4a6b #!In the mobile wireless computing environment of the future, a large number of users, equipped with low-powered palmtop machines, will query databases over wireless communication channels. Palmtop-based units will often be disconnected for prolonged periods of time, due to battery power saving measures; palmtops also will frequently relocate between different cells, and will connect to different data servers at different times. Caching of frequently accessed data items will be an important technique that will reduce contention on the narrowbandwidth, wireless channel. However, cache individualization strategies will be severely affected by the disconnection and mobility of the clients. The server may no longer know which clients are currently residing under its cell, and which of them are currently on. We propose a taxonomy of different cache invalidation strategies, and study the impact of clients' disconnection times on their performance. We study ways to improve further the efficiency of the invalidation techniques described. We also describe how our techniques can be implemented over different network environments."	#*Sleepers and Workaholics: Caching Strategies in Mobile Environments #@Daniel Barbará, Tomasz Imielinski #t1995 #cVLDB J. #index53e9ba0bb7602d970460aba7
"#*QuickStore: a high performance mapped object store #@Seth J. White, David J. DeWitt #t1995 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index539089bb20f70186a0d98ade #%539087a520f70186a0d47d6e #%539087a520f70186a0d47d74 #%539087a520f70186a0d48fda #%539087aa20f70186a0d4a68e #%539087aa20f70186a0d4be6c #%539087b320f70186a0d51019 #%539087be20f70186a0d51fc5 #%539087be20f70186a0d52ea8 #%5390878320f70186a0d3280d #%5390878e20f70186a0d3acdf #%5390879920f70186a0d40f33 #%53908a5720f70186a0da05e4 #%53908a5720f70186a0da07bc #%53908a9620f70186a0da4ae9 #%53908a9620f70186a0da49c1 #%53908a9620f70186a0da4c54 #!QuickStore is a memory-mapped storage system for persistent C++, built on top of the EXODUS Storage Manager. QuickStore provides fast access to in-memory objects by allowing application programs to access objects via normal virtual memory pointers. This article presents the results of a detailed performance study using the OO7 benchmark. The study compares the performance of QuickStore with the latest implementation of the E programming language. The QuickStore and E systems exemplify the two basic approaches (hardware and software) that have been used to implement persistence in object-oriented database systems. In addition, both systems use the same underlying storage manager and compiler, allowing us to make a truly apples-to-apples comparison of the hardware and software techniques."	#*QuickStore: A High Performance Mapped Object Store #@Seth J. White, David J. DeWitt #t1995 #cVLDB J. #index53e9a5d3b7602d9702efab65
"#*Incremental Maintenance of Externally Materialized Views #@Martin Staudt, Matthias Jarke #t1996 #cVLDB '96 Proceedings of the 22th International Conference on Very Large Data Bases #index53908a9620f70186a0da4e33 #%5390879d20f70186a0d42c8c #%539087be20f70186a0d51fdd #%539087cb20f70186a0d598e6 #%539087d420f70186a0d5df45 #%539087d420f70186a0d5df47 #%539087f820f70186a0d72cd9 #%5390878720f70186a0d359c8 #%5390881720f70186a0d7ff6e #%5390882120f70186a0d868f5 #%539089d220f70186a0d9a2c3 #%53908a4020f70186a0d9f2d2 #%53908a9620f70186a0da47c7 #%53908a9620f70186a0da4915 #%53908a9620f70186a0da4cd6 #%5390877920f70186a0d2e50b #%53908b4920f70186a0dbac67"	#*Incremental Maintenance of Externally Materialized Views. #@Martin Staudt, Matthias Jarke #t1996 #cVLDB #index53e9bac1b7602d97046eef2b #%53e9b321b7602d9703deedf0 #%53e9aa02b7602d970336f27f #%53e9a4fab7602d9702e18b0c #%53e9b108b7602d9703b86e5b #%53e9a9ebb7602d9703352f43 #%53e9b3cdb7602d9703eb940e #%53e9a70bb7602d9703042d0b #%53e9a922b7602d9703275cf9 #%53e9b47db7602d9703f82e4e #%53e9b5edb7602d970413b9ac #%53e9a7c8b7602d9703109317
